text,label
特效、脑洞真的让人瞠目结舌，太高级了，晕眩,5
白男意淫的恋童癖合理化电影,1
“早安，公主！”+玛利亚魔法，女神老婆到手。“游戏开始了”+“奖品是真的坦克”，萌神儿子自成一世界。王小波说，人生那么长，要找个有趣的人。我一直以为几声枪响过后他还是会大摇大摆地走出来，或者最后坦克开过来往外探头的会是他，他不是什么都难不倒吗？！现在来豆瓣才知道夫妻档很是浪漫啊！,5
這隻狗很油....,1
"《City Lights》
善良的他，城市之光
天上风筝在天上飞，地上人儿在地上追，你若担心你不能飞，你有我的蝴蝶。
天上风筝在天上飞，地上人儿在地上追，我若担心我不能飞，我有你的草原。
你看不见我是这个世界上无与伦比的美丽，我知道你才是这世界上无与伦比的美丽。
天上风筝在天上飞，地上人儿在地上追，你若担心你不能飞，你有我的追随。
天上风筝在天上飞，地上人儿在地上追，我若担心我不能飞，我有你的花朵。
你眼神说我是这个世界上无与伦比的美丽，我知道你才是这世界上无与伦比的美丽。
你知道当你需要个夏天，我会拼了命努力，我知道你会做我的掩护，当我是个逃兵！
无与伦比的美丽，无与伦比的有趣，无与伦比的希冀，无与伦比的哭泣。",4
"life was like a box o'chocolates. You never know what you gonna get ！ 
",5
#权力#《辛德勒的名单》，“一个人犯了罪，法官依法判他死刑，我们亲手杀了他大快人心。但这不叫权力，叫正义。权力是我们有充足的理由去处死他，而我们却不这么做。一个小偷扑倒在地乞求皇帝饶他一命，他知道他的小命不保，结果皇帝赦免了他，赦免了一个微不足道的人。这才叫权力，这，才叫，权力”,5
一部赚眼泪的电影。很感人。,5
冷酷大叔跟面瘫萝莉，很温情神组合。,5
李安大概是最会表达中国特色隐忍含蓄情绪的人了,5
人物形象鲜明，剧情曲折离奇，对人性以及背后的民族性的描写非常精彩，《太阳照常升起》的魔幻现实主义和隐喻，在此已经开始出现。只是那时的他还没后来那么入魔，所以这是一部可以从多个角度欣赏的电影。,5
一辈子只唱一段京戏，只扮演一个角色。陈凯歌的颠覆之作。,5
前面设定非常巧妙，包袱一个接一个的，还前后关连，让人开怀大笑。后半部份其实前面就有伏笔，虽然被剧透，依然很感动。这个又贱又萌，既靠谱又不靠谱的意大利男人真是可爱死了～片中对死亡的处理非常轻，避免煽情过滥。让人笑又让人哭的电影有几部？这部不容错过,5
狗狗也是你的亲人，哭的稀里哗啦的,4
好感动，狗狗果然是人类最真诚的朋友。唉,5
不带一丝主观色彩地评价一个已被定罪的人、一件已被定性的事或许不易，但生命可贵，拿走它的行为需要经过多方面拷问。,4
从此开始喜欢上英伦范儿。我真的是太喜欢这部电影鸟。,5
赫本一出场我真是被惊艳到了，身材高挑、五官精致、气质绝佳，无法超越的美，整个影片也拍的很好，不愧是经典，很喜欢,5
年度最佳动画！卖相看起来很差：没有外表讨喜的角色，没有足够可爱的画风，没有煽动性的故事，墨西哥文化对多数人也较陌生。但实在太好看了，叙事几乎完美，节奏明快流畅，情感爆发力难以抵挡。最后的转折不至于惊天，却是我近年见过的最合情合理又足显张力的反转设置。煽情却不滥情，一部聪明的电影,5
一个不喝啤酒、不撸串、不吃杀猪菜、没听过二人转的东北人艺术家去北上广深给人普及高雅音乐的路程。剧情工整，种族、阶层、历史、社会、笑泪、体制统统囊获……白开车去黑开车回，白从抗争到忍耐黑从忍耐到抗争，白学会了写信黑学会了流俗，石头、警察、钢琴、音乐，家庭……都起到了应有的剧作作用，好在于并没有太用力的处理历史大背景下的冲突，一切都在默默发生改变。（前面的比喻应该不太合适）世界上有太多孤独的人害怕先踏出第一步。,3
也就看个设定了 剧情和煽情点套路到令人发指 处处似曾相识 技术上无话可说 艺术上已经是典型的皮克斯式刻板,3
不是我的童年，没有童年滤镜，不喜欢这种搞笑风格，故事也没感到什么韵味。,2
一般對這種有關戰爭納粹的都不感興趣，總覺得是太黑暗太沈重的歷史，然而這部片父親對兒子以詼諧幽默的方式表達感覺滿有趣的，後面很感人，希望不要再有戰爭發生了！世界和平～,5
他很有钱，而他什么都没有，但是他们忘了无论面对什么样的逆境都能开怀大笑，是种无价宝，千金不换。你说它美得像个童话，但它真的发生了，就存在于这个世界上。童话，生活，不过是相同风景中不同人眼中的世界。,4
永远也等不回你依赖的人,4
卧底题材的经典影片之一！俗话说自古警匪一家人！敌中有我，我中有敌早已成为警匪对决的常态！卧底的酸甜苦辣人生一部片子道尽所有！曾志伟躲过了警方的追击，躲不过自己人的背叛！黄警官也在会面中遭遇不测！两个卧底身边甚至还有潜伏！甚至有时他们或许也会错位吧！假的身份久了，自己也会信的！,4
李安那句酱油台词太霸道了，大家都没捅破的窗户纸就这样被他。。。可能是编剧有外国人的缘故，台词有点心灵鸡汤啊，不过一切都很完美，喜欢归亚蕾的表演，赵文瑄也确实巨小受哈哈哈。爸爸才是终极boss，不要小看爸爸！懂外语就是王道啊~~~感人的好片,5
一部电影，一个成年男人和一个未成年大概12岁的女孩，标签是爱情片，想象一下，80后到90的小孩现在差不多都10岁或者以上了吧，你女儿跟一个比你还大的男人谈情说爱，这就是恋童癖，有人说男主内心才12岁？wtf？他生理上是未成年吗？你们知道一个成年人想要从心理上操纵一个未成年小女孩有多么容易且恐怖吗？一个恋童癖电影为什么在中国这么受欢迎难道不是真正的教育缺失吗？看到粉红去冲那些所谓的乳化电影，难道这部电影存在于豆瓣推荐电影榜单里不才是最大的问题吗？这个故事本身就取材于导演和他十五岁的前妻（还是奉子成婚）的故事，这样的恶心到令人发指的恋童癖电影真的配得上0分以上的分数吗？鼓吹儿童和成年人之间有爱情的不是蠢就是坏。,1
忘不了父亲被枪毙前的鬼脸。,5
讲实话，不好看。本片最大的亮点在于演员精湛的演技，不论是沃尔夫妇还是神探，哪怕配角都演的活灵活现。遗憾的是，推理在本片中几乎没有，所以在剧情上略有拖沓，而且少了一些出乎意料。结尾结的不好，太过突兀，又生硬，像是刻意为了洗白女主而设计的。,2
还不错，但也不至于第一。,4
没有阉割的猴子,5
在另一个世界，镜头里的故事都是演出来的，然而观众却以为是真的,5
这个节日，中央6在播这个剧，很应景。,5
笑着流泪...哭着笑出声...影响了太多人太久时间的经典,5
感谢二次重映，能让我补回大银幕重看。重看也还是觉得开篇极强，对已然式的叙事的聪明在于不只是站在知晓历史结果的后设视角，更残酷的是卡梅隆甚至安排了一段对受害者简略讲述沉船“流程”的情节，之后所有的故事都在这个“流程”中运转。女子的讲述也自然而然反过来复活历史的幽灵，主动成为了历史的书写者——在历史结果的夹缝中坚强地书写。,4
以前好几次都只看了一半，这次终于完整的看完了，发现也没什么，蛮无聊，幼稚的。,2
如果十年前很抗拒，说没什么特别的，那是因为当年太年幼，你以为你能拥有比这更深刻的爱情。,4
诺兰就是想象力的代名词吧。后知后觉发现里面有马良,4
小时候看，少年看，中年看，都觉得一般。,3
真正的大师不仅有好的表演，还要有人性的关怀和真善美价值的传递。卓别林无疑是大师中的大师，喜剧做到极致表达的确是酸涩的人生悲情，对底层小人物的滑稽展示的表面下是无微不至的关怀。而在悲情之下，又留了美好和希望，给人慰藉。一切都那么自然，现于感受。他就是那道光，照出人类质朴美好的情感。,5
室外瓢泼大雨，路人皆狼狈。苏东坡竹杖芒鞋吟啸徐行，这是东方的智慧；唐舞步翩跹送人雨伞，这是西方的浪漫。偏偏那么巧跳进了她的车，被一顿讥诮；又恰好蹦出礼物蛋糕，结成欢喜冤家。有声电影初期配音话筒造成的笑果，如今已不复存在。但借着旧影像，千人共赏巨幕修复，回溯到电影最初的优美与笨拙。,3
意大利语好聒噪 嗒搭大耷 嗒搭大耷,4
重看/点燃男性对未成年少女的性冲动，顺应着将大叔配萝莉“合法化”，将萝莉网黄收费微博“合理化”，中国大叔钱还是太多，没拍两人做爱镜头相当仁慈。,2
二十多年后的今天，作为中文互联网文化的某种源头式的存在，解构革命被后来人不断接续并赋予合法性，“大话”已然从“颠覆”成为“原典”。能够在几代影迷心目中历久弥新，丝毫不因过度引用而沦为俗套，靠的是文本强大的生命力，以及所有演员独特的演绎。围绕至尊宝的身份认同，上部把重心放在“轮回”的概念上（对既定人物进行重写，以春三十娘诞下“时空悖论”为最），情节并非全然环环相扣，但诸多跳脱之处又与整体气质相偕。重看月光宝盒的经典桥段，却为二当家的爱情动容：尽管阴差阳错，毫无感情基础可言，却也在生死离别之际，迸出些许真情。无论看多少遍，还是会被无厘头的设计击中，但此番回味也多了几分凄凉：蓝洁瑛斯人已逝，周吴分道扬镳，刘镇伟江郎才尽……唯有作品长存，所有面孔鲜活，“爱你一万年”。#影院复工#,5
冷酷大叔跟面瘫萝莉，很温情神组合。,5
李安的话真是全片最精辟的一句。虽说没有一个人是赢家，但最后男同获得了幸福，老人得到孙子，只有同妻被当成生育机器获得一句高家会谢谢你。一桩喜宴到底谁获得了这份喜。,5
我没感觉。钢琴师喜欢自己的甲板生活胜过与任何东西，也许自闭症患者的基本思想也是这样的；//19-11-16。三星到二星，依然没法理解他不下船的原因，里面说他看到了城市的无限，自己没法掌控，但他在船上也没感觉他能掌控什么呀。虽然有两次人生无边，重新开始的提醒，都没法改变这位行为艺术带师；最喜欢那个爵士大师的演出，能吹能秀。,2
①一颦一笑，一举一动，演技真是十足十②英语也有绕口令③伴奏小伙太有才了④配乐满分⑤十年前阅片颇觉枯燥，于今阅片为之沉醉，时间改变了很多东西～,5
世界上有太多孤独的人，都害怕走出第一步。,5
天哪 怎么可以温情得这么怪异呢 人人都受害 但是合力促成温情 我受不了 怎么可以皆大欢喜呢？还有伟同父亲所谓投降的动作 他妥协 他向什么妥协？压迫者的妥协荒诞得我受不了 伟同、威威乃至赛门的妥协我更受不了！这样温吞懦弱的温情脉脉 哪里在反对性压抑和传统！根本是在赞许！,2
不容错过的经典电影。,5
五十年前的纯真版《下一站天后》；日后会不会还有关于怎样进阶到3D时代的元电影呢？长镜头下演员功底真是没得说了，不过好像中间有两处剪片有问题,4
很喜欢兰彻，思想不被束缚的人、不被应试教育所同化的人,4
保守主义大本营作品。家庭、传统最重要，对修鞋匠和艺术家以及Latino的结构性剥削全被家庭和谐的神话掩盖掉。挥手再见👋🏻,2
"看过很多遍，我会背很多台词：我想和你做爱，我见你的第一眼就想和你连续做三次爱。如果你违反了三条规定中的任何一条，你的得分就会被扣光：一、如果你哭，二、如果你想要见妈妈，三、如果你饿了，想要吃点心！想都别想！第一句爱情性感，第二句父爱如山 
最爱的还是那句：早安，公主！",5
推荐一部老片。阿加莎·克里斯蒂的故事，比利·怀德导演，不会差的，况且还有查尔斯·劳顿、玛琳·黛德丽主演。剧中那个护士是劳顿真实生活中的老婆，两个人你来我往唇枪舌剑非常好看。影片塑造主人公用不同的方法，律师性格出场迅速确立，奠定了动机，女主人公则神秘莫测，到结尾才明白。,5
伦敦街头的小痞子都这么有型--truely！！！,5
因为太好，我居然一时不知道该怎么夸它。前半段太浪漫，后半段太残忍，没有刻意的煽情，却让我难过的哭到不能自已………吐血超五星鼎力推荐！！！！无愧奥斯卡最佳男主和最佳外语片！！（居然还是自编自导自演，太牛了……）,5
确实是一部老少咸宜的作品。拟动物的故事其实讲的都是人类啊。小朋友看见友谊和梦想。大人看见政治 偏见 人性。可是一个城市怎么会有四种气候呢2333,5
我开始想要过得快乐，睡在床上，有牵挂,4
经典，棒,5
残疾高帅富与乐观男屌丝的旷世友情。,5
爱是万能贴。,4
香港警匪片的经典代表作品 刘德华帅爆了 值得反复看的电影,5
不错不错,5
前半个小时，我泪如泉涌，可以给7星了。做我的亲人，让我还敢做我的梦。,5
果真没让我失望 喜欢这样能让你笑着紧张的好电影,5
卓別林的作品總是直指社會黑暗和不公，但也告訴你，生活里總會有光。我喜歡喜劇演員就是從他開始的。因為我覺得，喜劇演員身上一股悲劇的氣質。最好笑的笑話是用悲劇和不幸堆砌出來的。所以我喜歡喜劇。因為現實,5
被狗狗的一往情深击倒，和老公两个哭得稀里哗啦。今天抱着家里的狗亲了一天。,4
此片经典之处绝不在于年代，而在于与本土文化的完美融合。构图上采用山水画为背景，营造出园林美学上的意境。配乐大都为中国戏曲，与人物京剧般的动作相契合。人物形象丰富立体，张力十足，尤其是塑造了这样一个放荡不羁法力无边活泼可爱的齐天大圣形象。唯一瑕疵在于剧情上的单薄，但是作为一出戏来看绝对是足够了的。,4
虽然定位是商业片，但骨子里仍透露着姜文的作者印记。不是姜文最好的作品，但绝对是今年最好看的国产片，没有之一！,4
大学里《西方电影分析》课上老师放太多遍，反而没感觉了。,4
其实理解不了为什么这部影片会排名第一…,4
它的经典不在剧情创新或思想之深邃，而在能用最纯粹的快乐情绪感染每一位观众。在那特效尚未成熟的年代，歌舞片演员个个自带特效orz！！看你们身怀绝技想必是少林寺舞蹈系毕业的。还有现在一看到遗传图解就会脑补“吉恩凯利自由组合定律”哈哈好无聊,5
精彩是精彩 但“编”味有点浓  怕被剧透的电影难有持久的魅力 流于一次性 比利·怀尔德最伟大的还是《日落大道》,4
以为是喜剧，却看哭了好几次。想到了一个问题，如何做一个有趣的人，大概就是乐观的面对这世界，爱自己以及爱身边的人。,5
“怎么能抵的过我这一锤——呀~”,5
这才是美猴王呀，让张纪中吃屎去吧。,5
这么说吧，这部作品哪怕放在2022年看，依然觉得特别真实，真实到什么程度呢? 真实到感觉在看恐怖片。为什么感觉在看恐怖片呢？因为30年了，竟然电影里核心的东西什么都没有变!,5
看完以后深深印在脑子里的画面是影片刚开始飘落的白色羽毛和阿甘笨拙的奔跑身影,5
拍电影不就是讲故事吗，故事讲的好就是好电影，而不是把宝都压在流量明星的身上。所以希望这部电影可以成为中国票房最高的电影，有越来越多的好剧本，好演员能跑出来,5
好莱坞商业片百年受用的主题，弘扬爱的力量和傲娇的美国精神贯穿始终，以过于情理之中的亲情作为主轴，用各种牛逼的物理学理论和现象包装修饰，诺兰的重点不是科幻而是讲理和论述，被无敌铁粉过于神化和吹捧，ost挺不错，在疲乏中感受震撼，不过看完后还是对宇宙和时间这两大佬充满了无限的敬畏。,3
印度电影入坑之作，音乐非常棒！以至于我竟然习惯了印度电影这种动不动就高歌一曲的邪教风,5
我相信终会有一天我们还会再相见,5
对优秀的电影我们豆友从来不会吝啬溢美之词！说回电影，剧情一波三折，结尾处高潮迭起，人性可以好甘愿违背原则，付出声誉；也可以坏到忘恩负义，朝秦暮楚～可能话剧演员或者时代限制，大段台词均是话剧范儿～从故事到节奏再到演技均是上乘，拜服,5
莫谈国事,5
"（９／１０）《千与千寻》固然是一部非常优秀的作品，但它不是宫崎“唯一”的佳作，很多人甚至不屑于去了解宫崎骏的其他作品，觉得只有《千寻》得了奥斯卡、所以这部的水平就最高。但《千寻》与其说是宫崎骏的“巅峰之作”，不如说它的成功得益于之前几部佳作的累积、给宫崎骏带来的名气，如果把《千寻》的上映时间和《龙猫》、《小魔女》、《幽灵公主》……对换一下，它不一定能成为奥斯卡的宠儿。
虽然只有《千与千寻》得了奥斯卡，但最经典的主题曲来自《天空之城》，最出名的配乐来自《幽灵公主》和《小魔女宅急便》，人气最高的女主角是《风之谷》的娜乌西卡……宫崎骏没有所谓的“巅峰之作”，他的每部作品都是拼尽全力、用心去制作，这些作品都为他所取得的成就，作出了一份贡献。",4
在英国看到了3D重映 上次看还是初中 看哭了好几次,5
小时候最想成为的是齐天大圣孙悟空,5
"工业文明大背景下，小人物对幸福生活的追求。流水线作业时，资产家对工人的剥削；罢工起义的接二连三导致普通人温饱都难以满足…很沉重的问题却一直在很欢快的背景音乐下展开。
看得时候惊险刺激，短时间内重复相同的剧情和动作，挺有喜感的。印象最深的是卓别林在大小齿轮间滑动的画面。
故事线很零散，但是结尾处朝着太阳微笑大步前行，给人希望。",4
"从天而降的钥匙打开了她的心房，却打不开奴役的枷锁；
骑马逃离婚姻的羁绊，却逃不出法西斯的束缚。
现实残酷，他就用温柔回敬现实。
战争凶猛，他就用父爱打赢这场战争。
做一块蛋糕，他就融化了她的心窝；
铺一张地毯，她就走进了他的生活。
一句广播，一首音乐，让妻子重新看见希望。
一个善意的谎言，一个属于父子之间的游戏，给孩子一个没有阴影的童年。
我只是一个普通人，你却让我做了公主。
我只是想要一个玩具坦克，你却让我坐上了真坦克。
他默默无闻，但他又无所不能。
纵然身在地狱，他也能将它变成天堂。
以生命为代价，给家人一个美丽人生。",5
当年我深刻的爱上了梁朝伟同学,5
三刷了。记得上学时跟父母吵过，中国的父母经常想让小孩相信这世界的丑陋，而国外的父母即便身在地狱也要让孩子相信在天堂，让他们开心的活着，你们为什么要让我的童年的这么痛苦。哈哈，大概就是受这剧影响吧。,5
影片还是挺让人高兴的。故事不错，镜头也很好。但从一开始导演想要什么就昭然若揭，手法也过于急迫和刻意。这种贯穿全片的没完没了的说教本身就是一种不自由，尽管它看起来轻松有趣。有些遗憾。,3
上流社会的狗没听过饿肚子的声音,5
亲爱的Lili老师放给我们看的，所以自然会加分很多喔,5
好看！！好看！！好看！！，重要的事情说三遍！,4
最后那个镜头真的很精彩...不过很多情节什么的还是让我想起了《斗牛》，毕竟是先看了那部，现在想想感觉《斗牛》在很多情节上都和鬼子有点相像，都是村里的老人主事儿，都有俏寡妇，都是由分豆子决定危险任务......,5
窗口上，玛丽昂对莱昂纳多说，我跳！你也跳！结尾和片中的一些配乐，演唱者就是皮亚芙……,5
为了看到阳光，我们来到了世上。为了成为阳光，我们存于世上。”,4
十分精彩，遗憾没有去电影院看，动物画的都很还，超爱狐尼克太像我银桑了,5
非常古典的电影，不管是从舞台的设置，人物间明显的台词切换，和古典的为了不使舞台无聊的人物走动。剧本严整,3
太年轻的时候不该遇到真爱，那时候太渣太盲目，认不清自己的真心，可到认清的时候就只能错过了。紫霞线哭成傻逼，后半段哭得睁不开眼。就算被全片剧透还能哭成这样，果然是教科书般的纯爱片。,5
从头到尾都觉得男主太讨厌了 感觉男女主的感情全靠颜值支撑 没有精神面的化学反应 无法共情,2
周星驰真的没变过  2020.7.24 新冠后北京影院复工第一场，with my love,5
是音乐让人孤独，还是孤独的人喜欢音乐,4
片子可分为三部分：40分钟的人物性格展示与案情介绍、1小时的法庭唇枪舌战与8分钟的反转。每部分都精彩而流畅。正义而可爱的胖律师形象非常生动，就连控方律师、法官等配角也十分有戏。56岁的玛琳·黛德丽居然能演如此美貌蛇蝎的妇人，真是惊为天人！//20170708资料馆大银幕。依旧五星,5
犹太人：世界以痛吻我，我以獠牙待之。tui ～还是教员眼光远，舆论的高低我们不去占领，那么敌人就会占领。,1
父爱构筑了一场温馨的战争，没有在孩子心里留下任何阴影。故事分裂成两部分，前半是圭多对公主的追逐，用智慧战胜了强大的求婚者，抱得美人归；后半是战争风雨飘摇时对亲情的忠诚，在迈开大正步赴死，努力保护孩子时，父爱如山，界已成神.,5
"对于男生，真爱的标志是腼腆、害羞、胆怯。对于女生，真爱的标志是勇敢、奔放、直率。
因此，这部影片里面的男生显然是不合格的。而女生，已经是溢出满分了。",4
这部电影在1998年来说，太超前了。,5
本片对于招安美国红脖很有积极意义：消除种族歧视并不是遥不可及的白左大道理，而是靠人和人之间简单纯真的感情。,5
人生是旷野，所以为什么不下船？普通人可能永远搞不懂天才的想法吧。Tim偷吻女主那一段实在是惊悚，站在女主的角度会被吓出一身冷汗。,4
推荐,5
"中国现在也是Modern Times
",5
其实大概在Dylan Thomas的诗的时候就决定给个五星了吧。,5
"1.人间自有真情在
2.看似傻的人却是聪明，看似聪明的却反被聪明误",5
大哥大嫂过年好，你是我的爷，我是你的儿！再次印证信息传递中用词7%，腔调38%，表情55%  在中国，谈尊严，能吃吗？最后的结局太过真实，以至于有一种强烈的荒诞感。红高粱的全然红色视野。,5
前二十分钟对工业社会的讽刺十分有意思，在工业化的社会中连个人的生活工作都是机械化的，底层人民会越来越丧失自我的存在。而后描写小人物的求生倒像是凑时间的累赘，又一次证明了央视把人卓别林的片子剪得乱七八糟的,4
他用别人的相片拼凑出她的样子， 在这个虚假的，冷漠无情的世界里只有这份思念是唯一的真实,5
活在自己的音乐中、活在自已孤独的世界中，他的人生是耐人寻味的、感动的。,4
看完后看着满屏红底白色的字幕，哭了…欲申民权，必先开民智。现在抗战影片大多从国家积贫积弱，人民奋勇抗争着手。姜文敢于从人民自身寻找原因，敢于面对当年人民的愚昧无知。这部影片就应该进入九年义务教育，温良恭俭让的传统美德是精英阶层的少数，愚昧无知才是大多数人的真实情况。其实放到现在何尝不是一个道理，我们没有任何资格替先人原谅任何人任何事。愿山河美好，吾辈自强。,5
黑与白，冷与暖，贫穷与富有，高贵与低贱，优雅与粗鲁，勇敢与懦弱，热闹与孤独。好一出对称喜剧啊！,5
这种当科幻片看就行，啥时候吹犹太人苦的时候都别忘了，鸦片战争就是这帮孙子往中国倾销的鸦片,1
挺好的,4
哎，那时候的日本人怎么就那么坏呢？,5
一部春风化雨，紧扣美国国内外焦点的进步主义主旋律电影；一部除了某些笑点和卡通形象设计之外剧情和人物形象十分老套的动画片。可能因为拍成动画片，卖个萌，那种宣传说教的意图就不那么让人尴尬了。Try everything? Why not try Trump?,4
想象当年牛振华一举夺下东京影帝，北野武担任颁奖嘉宾，俩人为了谁该站在桌子里面有过一番明争暗斗！……两个没想到。一是王双立与老马私人关系最终并未恶化，二是小阎上任后李会计开始刁难。可回溯前情，意料之外情理之中。从王慌骗老马知情私房公房两占，便知他对李不满，可硬怼非其风格，他在等待机会，老马上任被他敏锐捕捉到可治贪又不必与财会翻脸的抓手。反映出其处事应变能力很强，确为正印馆长不二人选。至于住房并未因老马离职而退回，不仅反映了人情味，更说明王认为马是个好人老实人，可惜专业太差经常误事必须拿下，这叫对事不对人，所以离职后房照住旅同游，和睦互敬到直起鸡皮疙瘩。而那张导致免职的上榜照片也间接证明了老马为什么是老实人：你想，若真是个靠嗅敏善拍揣度圣意爬上来的主，会蠢萌迟钝到拍出如此没有眼力价的自毁照片吗？,4
我问同事：你看过《鬼子来了》么？同事甲：看过！潘长江和郭达演的太他M逗了。同事乙：真是大快人心！看着他们一脸的民Z自豪感，自己心里也像吃了屎一样开心,5
没觉得多么惊艳。,3
牛逼啊，独幕剧，十二个怒汉，对话不朽，时间愈发让这部电影显得珍贵。这才叫电影，看看天朝的烂制度，看看贵国的烂片们。,5
作为一名电影迷，我也曾为黑暗中的那抹红色颤抖。但是艺术作为意识形态绝不无辜，我为电影内镜头语言传达出的人类真情世间真理哭泣与我在电影外为艺术作为一项工具被政治经济利用愤怒，这并不是两件矛盾的事情……真的希望世界上那些热爱艺术的人清醒一些，当有一天你发现你热爱的东西其实是别人用来卖惨从而隐瞒违背人性事物发生的工具时，可以更多地站在人的这边去思考。因为离开了人，艺术什么也不是；除了生死和温饱，别的什么也不是！,3
三部总评：这三部的发展本身就像一个寓言，一个基础世界观在第一部被抛出，续集只能在这个世界观的基础上不断叠加新的世界观，因为“世界观”就是这个系列所有奇观的直接来源。它在它自身的内部掏出了一个虚空，在里面它可以随意编造出一切它所需要的，沃卓斯基给电影造了一个母体。,2
狗的一生可能对你来说只是一个过客，而你，却是狗的一辈子。,4
70周年影展*天山。以小见大的典范，生活模仿官场，反之亦然，那种对权力的勾心斗角渗入到生活的每个细缝，家庭和社会都是功利算计的角斗场，又披着人情往来的礼节，向老婆要钱、生二胎都用的是同种游戏规则，因为别无他法，没有其他伦理能与这么一套本能与历史协同进化的生存法则抗衡，包括人。所以我们看到一部电影全是这么讨厌又这么真实的人，那些“议一议”、“看透不说透”、“自己想去”沉浸了多少文化糟粕，进入90年代的黄建新更狠，更毒，以至于可以忽略他过于电视剧的影像美学。坐在影院里，我的心情异常复杂，我好像该为电影这样的精准喝彩，又好像该为它悼念。,5
影片的镜头运用非常棒？般拍镜头给人的印象极为深刻，从泛起涟漪的湖泊，到茂密的森林，再到耸挺立的高楼大厦等等每个画面都符合经典好菜坞的形式与风格。,4
educate your kids with patience,4
大概刑侦类看太多了，所以这个故事一开始，当嫌烦说出他的妻子是一名演员而很快他的妻子冷静的出现在辩护律师面前的时候，就猜到这是一场自导自演的反转骗局了。当你没有证人的时候，我为你制造一名证人。因为猜到了，所以故事后续的走向就没有任何惊艳，就像是，你是导演，非常清楚下一步是什么。剧本很扎实，虽然演员的表演风格有些刻意，但作为57年的作品是相当不错了。结局对观众很善良，但也失去了一些震撼。要说同时代同类型电影，我更喜欢57版的12怒汉，现在看来，也的确如此,4
好电影，好影评《不要以善之名行凶》 http://movie.douban.com/review/5381118/?post=ok#last,4
30，多一星给演员吧。陈凯歌唯二的亮点是鱼缸那段的镜头以及选对了演员，其他几乎一无是处。巩俐和张丰毅的表演是支撑我看完的原因，张国荣帅，但是这部电影里面他的表演被高估。就这么说，你请这么一帮演员，故事会随便拍个故事都不会差。故事一团糟，全是沾了尺度和时代变换设定的功劳，程蝶衣法庭上不愿意撒谎简直莫名其妙；什么差一天都不是一辈子听着就是陈凯歌自以为是的言情台词；巩俐的自杀居然是因为张丰毅划清界限，她一个要饭都愿意陪着张的人居然理解不了那是形势所迫？程蝶衣自杀更是莫名其妙，要是和巩俐同个时期还稍微能理解，又演了11年自刎是在干嘛？只有两个桥段不错，一是巩张烧东西，二是小四出走说时代变了。其他大部分桥段都是故作姿态，全靠演员的个人魅力撑着。可别说陈凯歌后面江郎才尽了，和杨德昌李安比他算啥江郎啊。,2
拿辣椒水喷眼逼人哭的电影，和咯吱人逼人笑的电影，本质上是一样的。,4
这种浪漫又不造作的爱情故事要上哪里寻啊~派克和赫本真是让人心旌荡漾啊。。看到最后真有点感动了呜呜虽然老早就被剧透了【混蛋现在才看完整的一遍。。,5
2017-12-2 有人说过：人会死三次，第一次是他断气的时候，在生物学上他死了；第二次是他下葬的时候，人们来参加他的葬礼，怀念他的一生，然后他在社会中死了，不再有他的位置；第三次是最后一个记得他的人把他忘记的时候，那时候他才真的死了。,5
怀德最差之一吧，这和当下的那些高分悬疑片本质上都是快餐，光是看他的叙事策略就可以明显感受到这点了，这样的闪回和那样的结尾反转安排在一块真的不知道在看什么甚至只是提供了欺骗性，可以说是毫无人味，这反而使得一些被他塑造得有些意思的人物就像在对着空气自嗨一样了，他们感到震惊谁又不是呢。,2
痴人果然说梦。受不了这样的世界观。,1
经典，自己多么也想拥有那样的爱情啊。可是现实生活中很难有那样一个人可以不惜一切为你。。,4
卓别林出场精彩。哨子声运用非常好。最后结尾收在相视一笑，可以，往前往后都尴尬。流浪汉和大富翁称兄道弟，无产者的终极梦想。当年美国电影观众主要是男性产业工人和城市贫民,4
更讽刺的是，这部电影可以在国际上公映，在国内却只能成为禁片。,5
他竟当面一语点破：虞姬是真虞姬，霸王是假霸王。,5
"Stopped the movie at the 21st minute. My masochistic tendancies do have a limit, and they were breached plenty of times during such a short period. Can't believe the people I'm following are rating this on average 9.4   Some cleaning has got to be done. Funny how this piece can make it number 13 on douban's best movies ever... Saddening.",1
名头比内容大…,3
陈凯歌创造的中国电影巅峰之作！加冕嘎纳金棕榈大奖，迄今为止最好的中国内地电影,5
我居然哭了>_<,5
十八年前，一家人在电视机前，20后到80后，勉强笑笑，硬着头皮看完。周星驰在最好的时候没有遇到好的观众，业外票房惨淡，业内一片差评。几年后，互联网史上第一波病毒传播恰是周的西游，一发不可收拾，“星爷”蹿红。是金子总会发光，付出的总有回报。有一个规律，聪明人常常要担一种风险，想到的、做到的可能因为过于超前而遭遇不理解甚至误解。  蓝洁瑛，那时还美丽，还健康，还在。,5
快乐很简单 很纯粹,5
多年之后的各种妖魔鬼怪证明，这是一部纪录片,5
卓别林的电影从拍摄完成到现在已经这么多年了，但是影片的魅力不减当年。   观影＠北大,4
